Index,Round,Institution,Program,Degree,Quota,Category,Gender,Opening Rank,Closing Rank,Institution 2,Program 2,Degree 2,Quota 2,Category 2,Gender 2,Opening Rank 2,Closing Rank 2
135.0,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,614193.0,614193.0,,,,,,,,
,,,,,,,,,,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,193939.0
137.0,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,561124.0,636823.0,,,,,,,,
,,,,,,,,,,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,SC(Girl),Female Seats,1180779.0
139.0,Round 1,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1167872.0,1401612.0,,,,,,,,
,,,,,,,,,,Round 1,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,871319.0
141.0,Round 1,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,716127.0,899486.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(AF),Both Male and Female Seats,163890.0
143.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,33809.0,78012.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,309890.0
145.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,916368.0,916368.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,245165.0
147.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,165629.0,195370.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,398851.0
149.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,524131.0,870007.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,88021.0
151.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,136620.0,159477.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,SC,Both Male and Female Seats,208124.0
153.0,Round 1,"VIVEKANANDA COLLEGE OF TECHNOLOGY & MANAGEMENT,ALIGARH",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1085032.0,1291723.0,,,,,,,,
,,,,,,,,,,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,111059.0
155.0,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1181915.0,1413125.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,541271.0
157.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,181563.0,202935.0,,,,,,,,
,,,,,,,,,,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,398160.0
159.0,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,258392.0,325442.0,,,,,,,,
,,,,,,,,,,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,216025.0
161.0,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,177174.0,221650.0,,,,,,,,
,,,,,,,,,,Round 1,"LUCKNOW UNIVERSITY, LUCKNOW",Electrical Engineering,B.Tech,Home State,ST,Both Male and Female Seats,690132.0
163.0,Round 1,"RAJKIYA ENGINEERING COLLEGE, BASTI",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,873493.0,940720.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE, BASTI",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,227660.0
165.0,Round 1,"RAJKIYA ENGINEERING COLLEGE, BASTI",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,718281.0,894821.0,,,,,,,,
,,,,,,,,,,Round 1,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,1185632.0
167.0,Round 1,"DR. K.N. MODI INSTITUTE OF ENGG. & TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,187459.0,594197.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,149094.0
169.0,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,285383.0,352500.0,,,,,,,,
,,,,,,,,,,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,388627.0
171.0,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,651405.0,1084185.0,,,,,,,,
,,,,,,,,,,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Textile Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,695604.0
173.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,538723.0,623355.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,172868.0
175.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,496805.0,496805.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,343898.0
177.0,Round 1,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,877416.0,948076.0,,,,,,,,
,,,,,,,,,,Round 1,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,964965.0
179.0,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,138090.0,192189.0,,,,,,,,
,,,,,,,,,,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,594639.0
181.0,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,167311.0,222303.0,,,,,,,,
,,,,,,,,,,Round 1,"AXIS INSTITUTE OF TECHNOLOGY & MANAGEMENT,KANPUR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,876027.0
183.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,349149.0,1232932.0,,,,,,,,
,,,,,,,,,,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,397103.0
185.0,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,962305.0,1110473.0,,,,,,,,
,,,,,,,,,,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,422409.0
187.0,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,372875.0,395557.0,,,,,,,,
,,,,,,,,,,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,909877.0
189.0,Round 1,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,650699.0,650699.0,,,,,,,,
,,,,,,,,,,Round 1,"RADHA GOVIND GROUP OF INSTITUTIONS,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,732176.0
191.0,Round 1,"COLLEGE OF ENGG. & RURAL TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,385310.0,1188207.0,,,,,,,,
,,,,,,,,,,Round 1,"S.D.COLLEGE OF ENGINEERING & TECHNOLOGY,MUZAFFARNAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,1085648.0
193.0,Round 1,"ALIGARH COLLEGE OF ENGG. & TECH,ALIGARH",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,704040.0,1371559.0,,,,,,,,
,,,,,,,,,,Round 1,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,297245.0
195.0,Round 1,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,173721.0,670471.0,,,,,,,,
,,,,,,,,,,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,BC(Girl),Female Seats,573258.0
197.0,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,EWS(GL),Female Seats,483584.0,483584.0,,,,,,,,
,,,,,,,,,,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,185391.0
199.0,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,ST,Both Male and Female Seats,532654.0,532654.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,GHAZIABAD",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,533356.0
201.0,Round 1,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALIGARH",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,65967.0,65967.0,,,,,,,,
,,,,,,,,,,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,294277.0
203.0,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Textile Technology,B.Tech,All India,OPEN,Both Male and Female Seats,323196.0,693926.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,152991.0
205.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,349434.0,378307.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,87574.0
207.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electronics Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,1161695.0,1161695.0,,,,,,,,
,,,,,,,,,,Round 1,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,755410.0
209.0,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,348065.0,526889.0,,,,,,,,
,,,,,,,,,,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,48842.0
211.0,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY, LUCKNOW",Computer Science and Engineering(Self Finance),B.Tech,Home State,SC(Girl),Female Seats,202777.0,202988.0,,,,,,,,
,,,,,,,,,,Round 1,"MORADABAD INSTITUTE OF TECHNOLOGY,MORADABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,982561.0
213.0,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,78995.0,120014.0,,,,,,,,
,,,,,,,,,,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(FF),Both Male and Female Seats,997486.0
215.0,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,217511.0,267019.0,,,,,,,,
,,,,,,,,,,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,277065.0
217.0,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC,Both Male and Female Seats,240856.0,280816.0,,,,,,,,
,,,,,,,,,,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,BC,Both Male and Female Seats,276658.0
219.0,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,BC,Both Male and Female Seats,510327.0,710624.0,,,,,,,,
,,,,,,,,,,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,827052.0
221.0,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,All India,OPEN,Both Male and Female Seats,130947.0,190568.0,,,,,,,,
,,,,,,,,,,Round 1,"GALGOTIAS COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,243966.0
223.0,Round 1,"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,990952.0,1101298.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,181630.0
225.0,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,208727.0,478750.0,,,,,,,,
,,,,,,,,,,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,453478.0
227.0,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,442996.0,817072.0,,,,,,,,
,,,,,,,,,,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,496263.0
229.0,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,696789.0,1327249.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,418425.0
231.0,Round 1,"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,631880.0,732965.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,688760.0
233.0,Round 1,"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Electronics Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,971807.0,971807.0,,,,,,,,
,,,,,,,,,,Round 1,"RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1067697.0
235.0,Round 1,"RAJKIYA ENGINEERING COLLEGE, PARTAPGARH",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,688322.0,875464.0,,,,,,,,
,,,,,,,,,,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Civil Engineering,B.Tech,Home State,SC(Girl),Female Seats,374599.0
237.0,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Computer Science and Engineering,B.Tech,Home State,BC(FF),Both Male and Female Seats,316514.0,316514.0,,,,,,,,
,,,,,,,,,,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY, JHANSI",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,254156.0
239.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,106192.0,321656.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,229407.0
241.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,451925.0,463959.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,Home State,EWS(GL),Female Seats,603539.0
243.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,44864.0,128493.0,,,,,,,,
,,,,,,,,,,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),B.Tech,Home State,EWS(GL),Female Seats,478315.0
245.0,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,124694.0,138988.0,,,,,,,,
,,,,,,,,,,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Technology,B.Tech,Home State,EWS(GL),Female Seats,491586.0
247.0,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,253179.0,1148321.0,,,,,,,,
,,,,,,,,,,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,262389.0
249.0,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,1127905.0,1127905.0,,,,,,,,
,,,,,,,,,,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,746762.0
251.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Civil Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,171783.0,281225.0,,,,,,,,
,,,,,,,,,,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,SC(AF),Both Male and Female Seats,424011.0
253.0,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,210598.0,1333446.0,,,,,,,,
,,,,,,,,,,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,624407.0
255.0,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science & Engineering (Cyber Security),B.Tech,Home State,OPEN(GIRL),Female Seats,663128.0,725909.0,,,,,,,,
,,,,,,,,,,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science & Engineering (Cyber Security) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,245185.0
257.0,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Internet Of Things),B.Tech,All India,OPEN,Both Male and Female Seats,208621.0,1272653.0,,,,,,,,
,,,,,,,,,,Round 1,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,407397.0
259.0,Round 1,"Bundelkhand University, Jhansi",Mechanical Engineering,B.Tech,Home State,SC(Girl),Female Seats,563702.0,563702.0,,,,,,,,
,,,,,,,,,,Round 1,"Bundelkhand University, Jhansi",Electronics & Instrumentation Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,313126.0
261.0,Round 1,"MARATHWADA INSTT. OF TECHNOLOGY, BULANDSHAHAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,911050.0,911050.0,,,,,,,,
,,,,,,,,,,Round 1,"HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,MATHURA",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,286163.0
263.0,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,565111.0,937932.0,,,,,,,,
,,,,,,,,,,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,1017504.0
265.0,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science & Engineering (Cyber Security),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,857909.0,1117533.0,,,,,,,,
,,,,,,,,,,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,315157.0
267.0,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,822068.0,822068.0,,,,,,,,
